FID,ID,FIELD,OID_1,YLD00,YLD01,YLD02,YLD03,AVGYLD,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI00_520,VI00_528,VI00_613,VI00_707,VI00_715,VI00_723,VI00_816,VI00_824,VI00_901,VI00_917,VI01_616,VI01_624,VI01_710,VI01_827,VI01_912,VI02_518,VI02_526,VI02_619,VI02_713,VI02_721,VI02_830,VI02_907,VI02_923,VI03_505,VI03_529,VI03_606,VI03_622,VI03_724,VI03_825,VI03_926,STD00,STD01,STD02,STD03,CV,M3_00,M3_01,M3_02,M3_03,M3_AV,CL_AV,CL_00,CL_01,CL_02,CL_03
215,3529,C29,3528,675.4000244,1142.4000244,1062.5999756,831,928.0000000,1080.300000000000000,0.1038000,-0.002351000000000,-0.000796000000000,-0.003147000000000,20.2999992,37.5000000,84,78,104,70,-0.1927000,-0.1967000,-0.1779000,0.1606000,0.2556000,0.3152000,0.4118000,0.3789000,0.0651000,-0.0727000,-0.1946000,-0.1736000,-0.0140000,0.3333000,0.1429000,-0.200000000000000,-0.231372549000000,-0.200000000000000,0.000000000000000,0.057591623000000,0.370786517000000,0.188235294000000,-0.020408163000000,-0.062146893000000,-0.232558140000000,-0.169590643000000,-0.158536585000000,0.000000000000000,0.035971223000000,-0.067415730000000,0.7800000,0.9300000,0.9900000,1,0.0880000,2.0000000,2.0000000,2.0000000,1.0000000,2.0000000,1.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000
216,3530,C29,3529,777.0999756,1073.1999512,1125.5000000,773,937.0999756,1080.290000000000000,0.1279000,0.007589000000000,-0.001461000000000,0.006128000000000,22.0000000,39.0999985,84,80,108,73,-0.1900000,-0.2016000,-0.1728000,0.1558000,0.2308000,0.3189000,0.4156000,0.3895000,0.0714000,-0.0811000,-0.2018000,-0.1885000,-0.0182000,0.3812000,0.1429000,-0.205357143000000,-0.211382114000000,-0.212121212000000,0.000000000000000,0.073684211000000,0.386363636000000,0.181286550000000,-0.015228426000000,-0.083798883000000,-0.232558140000000,-0.169590643000000,-0.164705882000000,-0.010989011000000,0.021582734000000,-0.091891892000000,0.9000000,0.8700000,1.0500000,1,0.0930000,1.0000000,2.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000
217,3531,C29,3530,892.0999756,1218.3000488,1083.0999756,668,965.4000244,1080.240000000000000,0.0988000,-0.015274000000000,0.007552000000000,-0.007723000000000,24.1000004,38.7999992,84,82,113,75,-0.1898000,-0.2016000,-0.1656000,0.1837000,0.2444000,0.3370000,0.4286000,0.4000000,0.0714000,-0.0893000,-0.2000000,-0.1837000,-0.0136000,0.3730000,0.1500000,-0.203539823000000,-0.221789883000000,-0.206751055000000,-0.008695652000000,0.045685279000000,0.348314607000000,0.166666667000000,-0.070422535000000,-0.102702703000000,-0.230769231000000,-0.170454545000000,-0.175141243000000,-0.016042781000000,0.028571429000000,-0.085106383000000,1.0300000,0.9900000,1.0100000,1,0.1460000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000
218,3532,C29,3531,830.7999878,1132.4000244,1132.0000000,544,909.9000244,1080.260000000000000,0.0872000,0.016989000000000,-0.010280000000000,0.006709000000000,24.8999996,40.0000000,86,81,112,74,-0.2042000,-0.2031000,-0.1807000,0.1500000,0.2527000,0.2941000,0.3896000,0.3608000,0.0526000,-0.0991000,-0.2124000,-0.1789000,-0.0306000,0.3333000,0.1024000,-0.211864407000000,-0.226053640000000,-0.219917012000000,-0.050420168000000,-0.004926108000000,0.311111111000000,0.125000000000000,-0.070422535000000,-0.117021277000000,-0.235955056000000,-0.171270718000000,-0.175257732000000,-0.051546392000000,-0.006802721000000,-0.022222222000000,0.9600000,0.9200000,1.0599999,1,0.2040000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000
219,3533,C29,3532,902.0999756,1171.3000488,1131.0999756,669,968.2999878,1080.250000000000000,0.0800000,0.003161000000000,0.001220000000000,0.004380000000000,25.0000000,35.9000015,86,84,111,75,-0.2055000,-0.2078000,-0.1758000,0.1600000,0.2108000,0.2872000,0.3718000,0.3646000,0.0405000,-0.0959000,-0.2105000,-0.1951000,-0.0435000,0.3016000,0.1165000,-0.215189873000000,-0.233716475000000,-0.216666667000000,-0.063291139000000,0.010000000000000,0.206521739000000,0.072625698000000,-0.061611374000000,-0.139896373000000,-0.237037037000000,-0.184357542000000,-0.194312796000000,-0.078431373000000,0.034013605000000,-0.020618557000000,1.0400000,0.9500000,1.0500000,1,0.1530000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000
220,3534,C29,3533,738.2999878,1149.8000488,954.5000000,572,853.7000122,1080.230000000000000,0.0621000,0.013283000000000,-0.011103000000000,0.002180000000000,25.3999996,35.2999992,84,84,111,75,-0.1972000,-0.2124000,-0.1829000,0.1485000,0.2198000,0.3333000,0.4286000,0.3299000,0.0760000,-0.0642000,-0.2105000,-0.1789000,-0.0431000,0.3125000,0.2060000,-0.217021277000000,-0.221374046000000,-0.210084034000000,-0.054852321000000,0.019801980000000,0.254054054000000,0.159090909000000,-0.033816425000000,-0.148717949000000,-0.237037037000000,-0.184357542000000,-0.190000000000000,-0.053658537000000,0.054794521000000,-0.072463768000000,0.8500000,0.9400000,0.8900000,1,0.1420000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
221,3535,C29,3534,858.0999756,1350.6999512,1058.4000244,624,972.7999878,1080.200000000000000,0.1300000,0.001619000000000,-0.003500000000000,-0.001880000000000,22.7000008,34.2999992,86,81,111,75,-0.2070000,-0.2078000,-0.1829000,0.1300000,0.2514000,0.2910000,0.4737000,0.3403000,0.0898000,-0.0642000,-0.2052000,-0.1855000,-0.0131000,0.3646000,0.2222000,-0.206896552000000,-0.231939163000000,-0.225000000000000,-0.043859649000000,0.030612245000000,0.325966851000000,0.172413793000000,-0.019801980000000,-0.122994652000000,-0.239852399000000,-0.175141243000000,-0.177664975000000,-0.062801932000000,0.048951049000000,-0.053658537000000,0.9900000,1.1000000,0.9900000,1,0.1860000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
222,3536,C29,3535,829.4000244,1388.8000488,1034.0999756,654,976.5000000,1080.140000000000100,0.1234000,-0.005150000000000,0.002201000000000,-0.002949000000000,21.3999996,32.4000015,88,84,109,75,-0.2028000,-0.2126000,-0.1902000,0.1055000,0.1852000,0.2917000,0.4323000,0.3822000,0.1205000,-0.0909000,-0.2124000,-0.1917000,0.0088000,0.4286000,0.1980000,-0.211864407000000,-0.220077220000000,-0.217021277000000,-0.061403509000000,0.030612245000000,0.326086957000000,0.172413793000000,-0.030303030000000,-0.129032258000000,-0.236641221000000,-0.183908046000000,-0.177664975000000,-0.053658537000000,0.034482759000000,-0.025380711000000,0.9600000,1.1300000,0.9600000,1,0.1730000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
223,3537,C29,3536,723.0000000,1278.0000000,914.2000122,564,869.7000122,1080.109999999999900,0.1090000,-0.005496000000000,0.002421000000000,-0.003076000000000,21.6000004,35.0999985,90,83,110,73,-0.1986000,-0.2080000,-0.1902000,0.0792000,0.1828000,0.2917000,0.4667000,0.3679000,0.1358000,-0.0891000,-0.2217000,-0.2017000,-0.0300000,0.3789000,0.1960000,-0.206896552000000,-0.214285714000000,-0.215517241000000,-0.057268722000000,0.036649215000000,0.322222222000000,0.161676647000000,-0.024875622000000,-0.148936170000000,-0.223529412000000,-0.169590643000000,-0.169398907000000,-0.043902439000000,0.041666667000000,-0.010638298000000,0.8400000,1.0400000,0.8500000,1,0.1760000,1.0000000,1.0000000,1.0000000,1.0000000,3.0000000,1.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
224,3538,C29,3537,755.5999756,1263.6999512,1044.9000244,644,927.0999756,1080.099999999999900,0.1085000,-0.008038000000000,0.003519000000000,-0.004519000000000,24.6000004,38.7999992,84,81,105,72,-0.2028000,-0.2114000,-0.1951000,0.0537000,0.1784000,0.3189000,0.4118000,0.3946000,0.1928000,-0.0693000,-0.2232000,-0.1917000,-0.0603000,0.4000000,0.1509000,-0.217021277000000,-0.211155378000000,-0.212121212000000,-0.116883117000000,0.025380711000000,0.300000000000000,0.188235294000000,-0.029411765000000,-0.148936170000000,-0.232558140000000,-0.177142857000000,-0.191011236000000,-0.044776119000000,0.040000000000000,-0.016216216000000,0.8700000,1.0300000,0.9700000,1,0.1440000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000
225,3541,C29,3540,1021.7999878,1222.9000244,945.2999878,737,981.7000122,1080.200000000000000,0.1441000,0.001921000000000,-0.002259000000000,-0.000338000000000,24.3999996,36.4000015,90,85,119,78,-0.1649000,-0.2016000,-0.2147000,0.0625000,0.2135000,0.2332000,0.3374000,0.2524000,0.1647000,-0.0556000,-0.2054000,-0.1934000,-0.0131000,0.3191000,0.1498000,-0.184834123000000,-0.220973783000000,-0.219917012000000,-0.039301310000000,0.005025126000000,0.224719101000000,0.084745763000000,-0.098591549000000,-0.148717949000000,-0.237037037000000,-0.177142857000000,-0.179487179000000,-0.010204082000000,0.000000000000000,-0.056994819000000,1.1799999,0.9900000,0.8800000,1,0.1650000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
226,3542,C29,3541,670.0999756,1026.5000000,981.9000244,659,834.4000244,1080.220000000000000,0.1707000,-0.002678000000000,0.001684000000000,-0.000994000000000,25.7999992,36.7999992,86,85,126,81,-0.1943000,-0.1984000,-0.2000000,0.0877000,0.2155000,0.2727000,0.3082000,0.2308000,0.0674000,-0.0714000,-0.2159000,-0.1967000,-0.0298000,0.3656000,0.2060000,-0.180952381000000,-0.219696970000000,-0.219917012000000,-0.079497908000000,0.000000000000000,0.209039548000000,0.108571429000000,-0.052631579000000,-0.145728643000000,-0.240601504000000,-0.177142857000000,-0.190000000000000,-0.046153846000000,-0.012658228000000,-0.005181347000000,0.7800000,0.8300000,0.9200000,1,0.0880000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000
227,3543,C29,3542,723.0999756,1197.0999756,998.7000122,660,894.7000122,1080.240000000000000,0.1986000,0.003038000000000,-0.000317000000000,0.002722000000000,24.2000008,34.4000015,90,84,125,82,-0.1944000,-0.2062000,-0.2000000,0.0885000,0.1978000,0.2526000,0.3252000,0.2019000,0.0615000,-0.0679000,-0.2275000,-0.1870000,-0.0298000,0.2887000,0.1823000,-0.184466019000000,-0.229629630000000,-0.216666667000000,-0.095435685000000,-0.039215686000000,0.226519337000000,0.129943503000000,-0.043478261000000,-0.137254902000000,-0.247232472000000,-0.181818182000000,-0.184079602000000,-0.037037037000000,0.012987013000000,0.000000000000000,0.8400000,0.9700000,0.9300000,1,0.1150000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000
228,3544,C29,3543,573.5999756,935.9000244,924.2999878,562,749.0000000,1080.250000000000000,0.2287000,-0.004998000000000,0.000991000000000,-0.004007000000000,26.0000000,35.4000015,86,85,131,85,-0.1972000,-0.2031000,-0.1882000,0.0435000,0.2000000,0.2299000,0.3292000,0.1538000,0.0615000,-0.0714000,-0.2208000,-0.1903000,-0.0380000,0.3370000,0.1980000,-0.192307692000000,-0.218045113000000,-0.221311475000000,-0.112903226000000,-0.062200957000000,0.274725275000000,0.202312139000000,-0.033492823000000,-0.124378109000000,-0.235955056000000,-0.177777778000000,-0.183673469000000,-0.005464481000000,0.046357616000000,0.027027027000000,0.6600000,0.7600000,0.8600000,1,0.1110000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000
229,3545,C29,3544,680.4000244,1061.9000244,907.4000244,673,830.7000122,1080.290000000000000,0.2432000,0.006144000000000,-0.002196000000000,0.003949000000000,21.3999996,31.7000008,88,86,130,84,-0.1890000,-0.2016000,-0.1807000,0.0614000,0.1222000,0.2275000,0.2593000,0.1359000,0.0378000,-0.0811000,-0.2121000,-0.2063000,-0.0043000,0.2984000,0.0893000,-0.186602871000000,-0.229629630000000,-0.228915663000000,-0.107569721000000,-0.062200957000000,0.293478261000000,0.162011173000000,-0.063636364000000,-0.123152709000000,-0.229629630000000,-0.191256831000000,-0.175257732000000,-0.010869565000000,0.025641026000000,-0.025906736000000,0.7900000,0.8600000,0.8500000,1,0.0600000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000
230,3546,C29,3545,644.2999878,980.2000122,781.0999756,610,753.7999878,1080.280000000000000,0.2738000,0.012409000000000,-0.004947000000000,0.007462000000000,19.2000008,29.6000004,90,87,128,84,-0.1890000,-0.2107000,-0.1902000,0.0603000,0.1366000,0.2275000,0.2071000,0.1193000,0.0000000,-0.1071000,-0.2170000,-0.2000000,-0.0252000,0.2893000,0.1041000,-0.192488263000000,-0.234200743000000,-0.214574899000000,-0.080645161000000,-0.038461538000000,0.340659341000000,0.135135135000000,-0.076233184000000,-0.107843137000000,-0.236363636000000,-0.189473684000000,-0.186274510000000,-0.026737968000000,0.006369427000000,-0.054726368000000,0.7500000,0.8000000,0.7300000,1,0.0580000,2.0000000,2.0000000,1.0000000,1.0000000,1.0000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000
231,3547,C29,3546,666.7999878,971.0000000,873.0000000,519,757.5000000,1080.240000000000000,0.3124000,0.003978000000000,-0.002882000000000,0.001096000000000,17.8999996,28.5000000,90,91,138,88,-0.2000000,-0.2107000,-0.1976000,0.0870000,0.1398000,0.2251000,0.1771000,0.1721000,-0.0052000,-0.1149000,-0.2203000,-0.2062000,-0.0213000,0.2736000,0.1152000,-0.198113208000000,-0.228464419000000,-0.214574899000000,-0.136363636000000,-0.065420561000000,0.322580645000000,0.124324324000000,-0.067264574000000,-0.141552511000000,-0.236749117000000,-0.195767196000000,-0.192825112000000,-0.073684211000000,-0.018633540000000,0.021276596000000,0.7700000,0.7900000,0.8100000,1,0.1160000,2.0000000,2.0000000,1.0000000,1.0000000,1.0000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000
232,3548,C29,3547,616.7999878,1079.4000244,816.2000122,572,771.0000000,1080.160000000000100,0.3381000,0.002943000000000,-0.001444000000000,0.001498000000000,18.7000008,28.8999996,88,95,141,92,-0.2081000,-0.1985000,-0.1953000,0.0678000,0.1414000,0.2147000,0.2071000,0.1509000,-0.0104000,-0.1322000,-0.2203000,-0.2031000,-0.0331000,0.2808000,0.1031000,-0.178743961000000,-0.225563910000000,-0.225806452000000,-0.170909091000000,-0.081818182000000,0.151515152000000,0.139784946000000,-0.062500000000000,-0.114285714000000,-0.242105263000000,-0.183246073000000,-0.203619910000000,-0.068062827000000,0.000000000000000,0.005291005000000,0.7100000,0.8800000,0.7600000,1,0.1080000,2.0000000,1.0000000,1.0000000,1.0000000,1.0000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000
233,3549,C29,3548,768.7000122,903.5000000,953.9000244,671,824.2999878,1080.050000000000000,0.4240000,0.006880000000000,-0.004298000000000,0.002582000000000,18.0000000,28.5000000,98,99,143,94,-0.2121000,-0.2031000,-0.1813000,0.0250000,0.1414000,0.2128000,0.1864000,0.0901000,-0.0204000,-0.1369000,-0.2301000,-0.2137000,-0.0370000,0.2464000,0.1250000,-0.190476190000000,-0.229629630000000,-0.225806452000000,-0.192857143000000,-0.112107623000000,0.145631068000000,0.191256831000000,-0.036036036000000,-0.121495327000000,-0.236749117000000,-0.177083333000000,-0.198237885000000,-0.053191489000000,0.006211180000000,-0.050505051000000,0.8900000,0.7300000,0.8900000,1,0.0920000,1.0000000,2.0000000,1.0000000,1.0000000,1.0000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000
234,3550,C29,3549,724.5000000,1017.7999878,899.0000000,695,834.0999756,1079.880000000000100,0.4853000,-0.003488000000000,0.004348000000000,0.000860000000000,17.7000008,29.2000008,92,98,146,92,-0.1959000,-0.2077000,-0.1705000,0.0456000,0.1505000,0.1937000,0.2000000,0.0522000,0.0051000,-0.1319000,-0.2314000,-0.2077000,-0.0787000,0.1743000,0.0286000,-0.201877934000000,-0.226765799000000,-0.225806452000000,-0.179856115000000,-0.117117117000000,0.163461538000000,0.117948718000000,-0.035398230000000,-0.116279070000000,-0.240418118000000,-0.183246073000000,-0.211009174000000,-0.032608696000000,0.031847134000000,-0.030612245000000,0.8400000,0.8300000,0.8400000,1,0.0440000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000
235,3551,C29,3550,467.2999878,954.5000000,830.0000000,700,738.0000000,1079.710000000000000,0.3916000,-0.000068000000000,0.004397000000000,0.004329000000000,16.5000000,42.2000008,94,95,148,95,-0.2027000,-0.2131000,-0.1617000,0.0364000,0.1263000,0.1795000,0.1732000,0.0644000,-0.0415000,-0.1176000,-0.2250000,-0.2167000,-0.0211000,0.1584000,-0.0618000,-0.198156682000000,-0.224334601000000,-0.219512195000000,-0.201438849000000,-0.122171946000000,0.173076923000000,0.019607843000000,-0.113924051000000,-0.128440367000000,-0.237762238000000,-0.189743590000000,-0.200000000000000,-0.049723757000000,-0.006134969000000,-0.038461538000000,0.5400000,0.7800000,0.7700000,1,0.1150000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000
236,3580,C29,3579,513.9000244,1082.8000488,1032.5000000,668,824.2999878,1080.390000000000100,0.2105000,-0.008583000000000,0.003253000000000,-0.005330000000000,18.6000004,42.2999992,82,87,116,77,-0.2085000,-0.2016000,-0.2090000,0.1300000,0.0098000,0.2660000,0.3974000,0.3505000,0.0391000,-0.0973000,-0.2070000,-0.1755000,-0.0268000,0.3552000,0.1250000,-0.215189873000000,-0.229007634000000,-0.205128205000000,-0.021645022000000,0.067357513000000,0.355555556000000,0.168539326000000,-0.034482759000000,-0.077777778000000,-0.226765799000000,-0.172413793000000,-0.160919540000000,-0.032258065000000,0.021582734000000,-0.085106383000000,0.5900000,0.8800000,0.9600000,1,0.1650000,2.0000000,2.0000000,2.0000000,1.0000000,2.0000000,1.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
237,3581,C29,3580,686.0000000,1036.8000488,989.2999878,715,856.7999878,1080.349999999999900,0.1114000,-0.003951000000000,0.000851000000000,-0.003100000000000,20.1000004,36.5000000,84,80,103,73,-0.2085000,-0.1968000,-0.1707000,0.1386000,0.2486000,0.2872000,0.4118000,0.3438000,0.0345000,-0.0811000,-0.2018000,-0.1789000,-0.0224000,0.3583000,0.1304000,-0.210526316000000,-0.223076923000000,-0.206751055000000,0.008849558000000,0.061855670000000,0.355555556000000,0.159090909000000,-0.019801980000000,-0.062857143000000,-0.226053640000000,-0.172413793000000,-0.173913043000000,0.005524862000000,0.028169014000000,-0.039548023000000,0.7900000,0.8400000,0.9200000,1,0.0670000,2.0000000,2.0000000,2.0000000,1.0000000,2.0000000,1.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
238,3582,C29,3581,838.4000244,1102.0999756,1192.5999756,806,984.7999878,1080.339999999999900,0.1318000,0.009406000000000,-0.003880000000000,0.005526000000000,21.0000000,35.2000008,86,76,103,74,-0.1900000,-0.2032000,-0.1758000,0.1443000,0.2265000,0.3118000,0.3974000,0.3711000,0.0345000,-0.0925000,-0.2054000,-0.1888000,-0.0046000,0.3545000,0.1238000,-0.205240175000000,-0.214574899000000,-0.210300429000000,-0.025423729000000,0.045226131000000,0.325714286000000,0.123595506000000,-0.038834951000000,-0.082872928000000,-0.236641221000000,-0.175141243000000,-0.174129353000000,0.000000000000000,0.028571429000000,-0.061452514000000,0.9700000,0.9000000,1.1100000,1,0.1070000,2.0000000,2.0000000,2.0000000,1.0000000,2.0000000,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000
239,3583,C29,3582,792.0000000,1268.6999512,1180.6999512,641,970.5999756,1080.280000000000000,0.1184000,-0.010136000000000,0.007408000000000,-0.002729000000000,22.7000008,35.2000008,84,82,115,76,-0.2028000,-0.2016000,-0.1667000,0.1014000,0.2198000,0.2727000,0.3896000,0.3608000,0.0760000,-0.0973000,-0.2124000,-0.1789000,0.0000000,0.3089000,0.1456000,-0.206896552000000,-0.229007634000000,-0.219917012000000,-0.021276596000000,0.040404040000000,0.258064516000000,0.129943503000000,-0.083333333000000,-0.096774194000000,-0.239852399000000,-0.175824176000000,-0.184079602000000,-0.021276596000000,0.013888889000000,-0.090909091000000,0.9200000,1.0300000,1.1000000,1,0.1790000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000
240,3584,C29,3583,732.4000244,1140.4000244,1051.3000488,600,881.0000000,1080.270000000000000,0.0525000,0.009799000000000,-0.007506000000000,0.002293000000000,22.7999992,35.2999992,84,84,116,79,-0.1972000,-0.2062000,-0.1716000,0.1429000,0.1957000,0.2526000,0.3548000,0.3538000,0.0227000,-0.0893000,-0.2070000,-0.1822000,-0.0396000,0.3441000,0.1111000,-0.211864407000000,-0.230188679000000,-0.216666667000000,-0.037974684000000,-0.004926108000000,0.232432432000000,0.065934066000000,-0.104072398000000,-0.119170984000000,-0.235294118000000,-0.171270718000000,-0.184079602000000,-0.035532995000000,0.020408163000000,-0.092783505000000,0.8500000,0.9300000,0.9800000,1,0.1450000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
241,3585,C29,3584,858.0999756,1070.1999512,967.7999878,501,849.2000122,1080.240000000000000,0.1133000,0.001812000000000,-0.001416000000000,0.000396000000000,24.7999992,34.2999992,84,82,109,76,-0.2000000,-0.2109000,-0.1807000,0.1165000,0.2065000,0.3081000,0.3896000,0.3368000,0.0526000,-0.0973000,-0.2124000,-0.2000000,-0.0354000,0.3583000,0.1330000,-0.210084034000000,-0.233082707000000,-0.206751055000000,-0.055319149000000,0.030303030000000,0.239130435000000,0.089887640000000,-0.070422535000000,-0.125000000000000,-0.235294118000000,-0.177777778000000,-0.190243902000000,-0.072463768000000,0.020134228000000,-0.113300493000000,0.9900000,0.8700000,0.9000000,1,0.1970000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
242,3586,C29,3585,865.5999756,1135.4000244,1039.9000244,613,913.5000000,1080.200000000000000,0.1172000,0.002885000000000,-0.002185000000000,0.000700000000000,25.2000008,34.9000015,86,82,113,75,-0.1930000,-0.1969000,-0.1707000,0.1048000,0.2198000,0.3261000,0.4286000,0.3641000,0.0651000,-0.0762000,-0.2054000,-0.1818000,-0.0179000,0.3878000,0.1542000,-0.206751055000000,-0.220588235000000,-0.210084034000000,-0.017241379000000,0.045226131000000,0.297297297000000,0.101123596000000,-0.043478261000000,-0.135416667000000,-0.237037037000000,-0.177777778000000,-0.185929648000000,-0.053658537000000,0.033557047000000,-0.079207921000000,1.0000000,0.9200000,0.9700000,1,0.1550000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
243,3587,C29,3586,1001.2000122,1285.3000488,1114.0999756,756,1039.3000488,1080.150000000000100,0.1584000,0.003447000000000,-0.001056000000000,0.002391000000000,21.2000008,32.2000008,88,82,116,77,-0.1972000,-0.2016000,-0.1779000,0.1188000,0.2222000,0.3298000,0.4194000,0.3918000,0.0651000,-0.0679000,-0.2054000,-0.1950000,-0.0222000,0.4497000,0.1741000,-0.200000000000000,-0.226053640000000,-0.217021277000000,-0.013215859000000,0.061855670000000,0.289617486000000,0.100000000000000,-0.043478261000000,-0.122994652000000,-0.237037037000000,-0.168539326000000,-0.185929648000000,-0.034482759000000,0.048275862000000,-0.046153846000000,1.1600000,1.0500000,1.0400000,1,0.1420000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
244,3588,C29,3587,1025.8000488,1382.0999756,1043.0000000,690,1035.3000488,1080.089999999999900,0.1266000,-0.004029000000000,0.000674000000000,-0.003355000000000,20.7000008,29.8999996,88,81,113,74,-0.1957000,-0.1968000,-0.1750000,0.0725000,0.2308000,0.3191000,0.4800000,0.3990000,0.1043000,-0.0806000,-0.2018000,-0.1933000,0.0000000,0.3927000,0.2500000,-0.200000000000000,-0.212355212000000,-0.215517241000000,0.004566210000000,0.068783069000000,0.296703297000000,0.171597633000000,-0.035175879000000,-0.142857143000000,-0.236641221000000,-0.170454545000000,-0.171717172000000,-0.020000000000000,0.020134228000000,-0.035897436000000,1.1900001,1.1200000,0.9700000,1,0.1950000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
245,3589,C29,3588,902.5000000,1313.9000244,903.0000000,514,908.4000244,1080.069999999999900,0.0945000,0.001104000000000,0.001149000000000,0.002252000000000,21.6000004,33.7000008,88,82,112,73,-0.1971000,-0.1935000,-0.1852000,0.0476000,0.2472000,0.2903000,0.4510000,0.3679000,0.1043000,-0.0693000,-0.2166000,-0.1933000,-0.0177000,0.3830000,0.1919000,-0.206751055000000,-0.219696970000000,-0.222222222000000,-0.035398230000000,0.010101010000000,0.300000000000000,0.142857143000000,-0.054187192000000,-0.148936170000000,-0.232558140000000,-0.156069364000000,-0.178217822000000,-0.034482759000000,-0.006622517000000,-0.021505376000000,1.0400000,1.0700001,0.8400000,1,0.2350000,1.0000000,1.0000000,1.0000000,1.0000000,3.0000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
246,3590,C29,3589,914.9000244,1269.5000000,1001.7999878,587,943.2999878,1080.059999999999900,0.0799000,-0.001788000000000,-0.000815000000000,-0.002603000000000,22.7999992,38.0999985,82,82,106,74,-0.1942000,-0.1967000,-0.1902000,0.0476000,0.2316000,0.2796000,0.4118000,0.3862000,0.1124000,-0.0874000,-0.2110000,-0.1880000,-0.0393000,0.3717000,0.2245000,-0.206896552000000,-0.220077220000000,-0.212121212000000,-0.082969432000000,-0.025125628000000,0.266666667000000,0.109826590000000,0.010309278000000,-0.172043011000000,-0.227799228000000,-0.169590643000000,-0.185929648000000,-0.043902439000000,0.046357616000000,-0.021505376000000,1.0599999,1.0300000,0.9300000,1,0.1960000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000
